user,recipe,score,rank
user_7238,sticky-toffee-puddings,5,4
user_7238,296256,5,5
user_7238,296621,5,6
user_7238,80843,5,7
user_7238,268707,5,8
user_7238,300037,5,9
user_7238,241469,5,10
user_7239,205980,5,1
user_7239,295802,5,2
user_7239,300909,5,3
user_7239,sticky-toffee-puddings,5,4
user_7239,296256,5,5
user_7239,296621,5,6
user_7239,80843,5,7
user_7239,268707,5,8
user_7239,300037,5,9
user_7239,241469,5,10
user_7240,205980,5,1
user_7240,295802,5,2
user_7240,300909,5,3
user_7240,sticky-toffee-puddings,5,4
user_7240,296256,5,5
user_7240,296621,5,6
user_7240,80843,5,7
user_7240,268707,5,8
user_7240,300037,5,9
user_7240,241469,5,10
user_7241,205980,5,1
user_7241,295802,5,2
user_7241,300909,5,3
user_7241,sticky-toffee-puddings,5,4
user_7241,296256,5,5
user_7241,296621,5,6
user_7241,80843,5,7
user_7241,268707,5,8
user_7241,300037,5,9
user_7241,241469,5,10
user_7242,205980,5,1
user_7242,295802,5,2
user_7242,300909,5,3
user_7242,sticky-toffee-puddings,5,4
user_7242,296256,5,5
user_7242,296621,5,6
user_7242,80843,5,7
user_7242,268707,5,8
user_7242,300037,5,9
user_7242,241469,5,10
user_7243,205980,5,1
user_7243,295802,5,2
user_7243,300909,5,3
user_7243,sticky-toffee-puddings,5,4
user_7243,296256,5,5
user_7243,296621,5,6
user_7243,80843,5,7
user_7243,268707,5,8
user_7243,300037,5,9
user_7243,241469,5,10
user_7244,205980,5,1
user_7244,295802,5,2
user_7244,300909,5,3
user_7244,sticky-toffee-puddings,5,4
user_7244,296256,5,5
user_7244,296621,5,6
user_7244,80843,5,7
user_7244,268707,5,8
user_7244,300037,5,9
user_7244,241469,5,10
user_7245,205980,5,1
user_7245,295802,5,2
user_7245,300909,5,3
user_7245,sticky-toffee-puddings,5,4
user_7245,296256,5,5
user_7245,296621,5,6
user_7245,80843,5,7
user_7245,268707,5,8
user_7245,300037,5,9
user_7245,241469,5,10
user_7246,205980,5,1
user_7246,295802,5,2
user_7246,300909,5,3
user_7246,sticky-toffee-puddings,5,4
user_7246,296256,5,5
user_7246,296621,5,6
user_7246,80843,5,7
user_7246,268707,5,8
user_7246,300037,5,9
user_7246,241469,5,10
user_7247,205980,5,1
user_7247,295802,5,2
user_7247,300909,5,3
user_7247,sticky-toffee-puddings,5,4
user_7247,296256,5,5
user_7247,296621,5,6
user_7247,80843,5,7
user_7247,268707,5,8
user_7247,300037,5,9
user_7247,241469,5,10
user_7248,205980,5,1
user_7248,295802,5,2
user_7248,300909,5,3
user_7248,sticky-toffee-puddings,5,4
user_7248,296256,5,5
user_7248,296621,5,6
user_7248,80843,5,7
user_7248,268707,5,8
user_7248,300037,5,9
user_7248,241469,5,10
user_7249,205980,5,1
user_7249,295802,5,2
user_7249,300909,5,3
user_7249,sticky-toffee-puddings,5,4
user_7249,296256,5,5
user_7249,296621,5,6
user_7249,80843,5,7
user_7249,268707,5,8
user_7249,300037,5,9
user_7249,241469,5,10
user_7250,205980,5,1
user_7250,295802,5,2
user_7250,300909,5,3
user_7250,sticky-toffee-puddings,5,4
user_7250,296256,5,5
user_7250,296621,5,6
user_7250,80843,5,7
user_7250,268707,5,8
user_7250,300037,5,9
user_7250,241469,5,10
user_7251,205980,5,1
user_7251,295802,5,2
user_7251,300909,5,3
user_7251,sticky-toffee-puddings,5,4
user_7251,296256,5,5
user_7251,296621,5,6
user_7251,80843,5,7
user_7251,268707,5,8
user_7251,300037,5,9
user_7251,241469,5,10
user_7252,205980,5,1
user_7252,295802,5,2
user_7252,300909,5,3
user_7252,sticky-toffee-puddings,5,4
user_7252,296256,5,5
user_7252,296621,5,6
user_7252,80843,5,7
user_7252,268707,5,8
user_7252,300037,5,9
user_7252,241469,5,10
user_7253,205980,5,1
user_7253,295802,5,2
user_7253,300909,5,3
user_7253,sticky-toffee-puddings,5,4
user_7253,296256,5,5
user_7253,296621,5,6
user_7253,80843,5,7
user_7253,268707,5,8
user_7253,300037,5,9
user_7253,241469,5,10
user_7254,205980,5,1
user_7254,295802,5,2
user_7254,300909,5,3
user_7254,sticky-toffee-puddings,5,4
user_7254,296256,5,5
user_7254,296621,5,6
user_7254,80843,5,7
user_7254,268707,5,8
user_7254,300037,5,9
user_7254,241469,5,10
user_7255,205980,5,1
user_7255,295802,5,2
user_7255,300909,5,3
user_7255,sticky-toffee-puddings,5,4
user_7255,296256,5,5
user_7255,296621,5,6
user_7255,80843,5,7
user_7255,268707,5,8
user_7255,300037,5,9
user_7255,241469,5,10
user_7256,205980,5,1
user_7256,295802,5,2
user_7256,300909,5,3
user_7256,sticky-toffee-puddings,5,4
user_7256,296256,5,5
user_7256,296621,5,6
user_7256,80843,5,7
user_7256,268707,5,8
user_7256,300037,5,9
user_7256,241469,5,10
user_7257,205980,5,1
user_7257,295802,5,2
user_7257,300909,5,3
user_7257,sticky-toffee-puddings,5,4
user_7257,296256,5,5
user_7257,296621,5,6
user_7257,80843,5,7
user_7257,268707,5,8
user_7257,300037,5,9
user_7257,241469,5,10
user_7258,205980,5,1
user_7258,295802,5,2
user_7258,300909,5,3
user_7258,sticky-toffee-puddings,5,4
user_7258,296256,5,5
user_7258,296621,5,6
user_7258,80843,5,7
user_7258,268707,5,8
user_7258,300037,5,9
user_7258,241469,5,10
user_7259,205980,5,1
user_7259,295802,5,2
user_7259,300909,5,3
user_7259,sticky-toffee-puddings,5,4
user_7259,296256,5,5
user_7259,296621,5,6
user_7259,80843,5,7
user_7259,268707,5,8
user_7259,300037,5,9
user_7259,241469,5,10
user_7260,205980,5,1
user_7260,295802,5,2
user_7260,300909,5,3
user_7260,sticky-toffee-puddings,5,4
user_7260,296256,5,5
user_7260,296621,5,6
user_7260,80843,5,7
user_7260,268707,5,8
user_7260,300037,5,9
user_7260,241469,5,10
user_7261,205980,5,1
user_7261,295802,5,2
user_7261,300909,5,3
user_7261,sticky-toffee-puddings,5,4
user_7261,296256,5,5
user_7261,296621,5,6
user_7261,80843,5,7
user_7261,268707,5,8
user_7261,300037,5,9
user_7261,241469,5,10
user_7262,205980,5,1
user_7262,295802,5,2
user_7262,300909,5,3
user_7262,sticky-toffee-puddings,5,4
user_7262,296256,5,5
user_7262,296621,5,6
user_7262,80843,5,7
user_7262,268707,5,8
user_7262,300037,5,9
user_7262,241469,5,10
user_7263,205980,5,1
user_7263,295802,5,2
user_7263,300909,5,3
user_7263,sticky-toffee-puddings,5,4
user_7263,296256,5,5
user_7263,296621,5,6
user_7263,80843,5,7
user_7263,268707,5,8
user_7263,300037,5,9
user_7263,241469,5,10
user_7264,205980,5,1
user_7264,295802,5,2
user_7264,300909,5,3
user_7264,sticky-toffee-puddings,5,4
user_7264,296256,5,5
user_7264,296621,5,6
user_7264,80843,5,7
user_7264,268707,5,8
user_7264,300037,5,9
user_7264,241469,5,10
user_7265,205980,5,1
user_7265,295802,5,2
user_7265,300909,5,3
user_7265,sticky-toffee-puddings,5,4
user_7265,296256,5,5
user_7265,296621,5,6
user_7265,80843,5,7
user_7265,268707,5,8
user_7265,300037,5,9
user_7265,241469,5,10
user_7266,205980,5,1
user_7266,295802,5,2
user_7266,300909,5,3
user_7266,sticky-toffee-puddings,5,4
user_7266,296256,5,5
user_7266,296621,5,6
user_7266,80843,5,7
user_7266,268707,5,8
user_7266,300037,5,9
user_7266,241469,5,10
user_7267,205980,5,1
user_7267,295802,5,2
user_7267,300909,5,3
user_7267,sticky-toffee-puddings,5,4
user_7267,296256,5,5
user_7267,296621,5,6
user_7267,80843,5,7
user_7267,268707,5,8
user_7267,300037,5,9
user_7267,241469,5,10
user_7268,205980,5,1
user_7268,295802,5,2
user_7268,300909,5,3
user_7268,sticky-toffee-puddings,5,4
user_7268,296256,5,5
user_7268,296621,5,6
user_7268,80843,5,7
user_7268,268707,5,8
user_7268,300037,5,9
user_7268,241469,5,10
user_7269,205980,5,1
user_7269,295802,5,2
user_7269,300909,5,3
user_7269,sticky-toffee-puddings,5,4
user_7269,296256,5,5
user_7269,296621,5,6
user_7269,80843,5,7
user_7269,268707,5,8
user_7269,300037,5,9
user_7269,241469,5,10
user_7270,205980,5,1
user_7270,295802,5,2
user_7270,300909,5,3
user_7270,sticky-toffee-puddings,5,4
user_7270,296256,5,5
user_7270,296621,5,6
user_7270,80843,5,7
user_7270,268707,5,8
user_7270,300037,5,9
user_7270,241469,5,10
user_7271,205980,5,1
user_7271,295802,5,2
user_7271,300909,5,3
user_7271,sticky-toffee-puddings,5,4
user_7271,296256,5,5
user_7271,296621,5,6
user_7271,80843,5,7
user_7271,268707,5,8
user_7271,300037,5,9
user_7271,241469,5,10
user_7272,205980,5,1
user_7272,295802,5,2
user_7272,300909,5,3
user_7272,sticky-toffee-puddings,5,4
user_7272,296256,5,5
user_7272,296621,5,6
user_7272,80843,5,7
user_7272,268707,5,8
user_7272,300037,5,9
user_7272,241469,5,10
user_7273,205980,5,1
user_7273,295802,5,2
user_7273,300909,5,3
user_7273,sticky-toffee-puddings,5,4
user_7273,296256,5,5
user_7273,296621,5,6
user_7273,80843,5,7
user_7273,268707,5,8
user_7273,300037,5,9
user_7273,241469,5,10
user_7274,205980,5,1
user_7274,295802,5,2
user_7274,300909,5,3
user_7274,sticky-toffee-puddings,5,4
user_7274,296256,5,5
user_7274,296621,5,6
user_7274,80843,5,7
user_7274,268707,5,8
user_7274,300037,5,9
user_7274,241469,5,10
user_7275,205980,5,1
user_7275,295802,5,2
user_7275,300909,5,3
user_7275,sticky-toffee-puddings,5,4
user_7275,296256,5,5
user_7275,296621,5,6
user_7275,80843,5,7
user_7275,268707,5,8
user_7275,300037,5,9
user_7275,241469,5,10
user_7276,205980,5,1
user_7276,295802,5,2
user_7276,300909,5,3
user_7276,sticky-toffee-puddings,5,4
user_7276,296256,5,5
user_7276,296621,5,6
user_7276,80843,5,7
user_7276,268707,5,8
user_7276,300037,5,9
user_7276,241469,5,10
user_7277,205980,5,1
user_7277,295802,5,2
user_7277,300909,5,3
user_7277,sticky-toffee-puddings,5,4
user_7277,296256,5,5
user_7277,296621,5,6
user_7277,80843,5,7
user_7277,268707,5,8
user_7277,300037,5,9
user_7277,241469,5,10
user_7278,205980,5,1
user_7278,295802,5,2
user_7278,300909,5,3
user_7278,sticky-toffee-puddings,5,4
user_7278,296256,5,5
user_7278,296621,5,6
user_7278,80843,5,7
user_7278,268707,5,8
user_7278,300037,5,9
user_7278,241469,5,10
user_7279,205980,5,1
user_7279,295802,5,2
user_7279,300909,5,3
user_7279,sticky-toffee-puddings,5,4
user_7279,296256,5,5
user_7279,296621,5,6
user_7279,80843,5,7
user_7279,268707,5,8
user_7279,300037,5,9
user_7279,241469,5,10
user_7280,205980,5,1
user_7280,295802,5,2
user_7280,300909,5,3
user_7280,sticky-toffee-puddings,5,4
user_7280,296256,5,5
user_7280,296621,5,6
user_7280,80843,5,7
user_7280,268707,5,8
user_7280,300037,5,9
user_7280,241469,5,10
user_7281,205980,5,1
user_7281,295802,5,2
user_7281,300909,5,3
user_7281,sticky-toffee-puddings,5,4
user_7281,296256,5,5
user_7281,296621,5,6
user_7281,80843,5,7
user_7281,268707,5,8
user_7281,300037,5,9
user_7281,241469,5,10
user_7282,205980,5,1
user_7282,295802,5,2
user_7282,300909,5,3
user_7282,sticky-toffee-puddings,5,4
user_7282,296256,5,5
user_7282,296621,5,6
user_7282,80843,5,7
user_7282,268707,5,8
user_7282,300037,5,9
user_7282,241469,5,10
user_7283,205980,5,1
user_7283,295802,5,2
user_7283,300909,5,3
user_7283,sticky-toffee-puddings,5,4
user_7283,296256,5,5
user_7283,296621,5,6
user_7283,80843,5,7
user_7283,268707,5,8
user_7283,300037,5,9
user_7283,241469,5,10
user_7284,205980,5,1
user_7284,295802,5,2
user_7284,300909,5,3
user_7284,sticky-toffee-puddings,5,4
user_7284,296256,5,5
user_7284,296621,5,6
user_7284,80843,5,7
user_7284,268707,5,8
user_7284,300037,5,9
user_7284,241469,5,10
user_7285,205980,5,1
user_7285,295802,5,2
user_7285,300909,5,3
user_7285,sticky-toffee-puddings,5,4
user_7285,296256,5,5
user_7285,296621,5,6
user_7285,80843,5,7
user_7285,268707,5,8
user_7285,300037,5,9
user_7285,241469,5,10
user_7286,205980,5,1
user_7286,295802,5,2
user_7286,300909,5,3
user_7286,sticky-toffee-puddings,5,4
user_7286,296256,5,5
user_7286,296621,5,6
user_7286,80843,5,7
user_7286,268707,5,8
user_7286,300037,5,9
user_7286,241469,5,10
user_7287,205980,5,1
user_7287,295802,5,2
user_7287,300909,5,3
user_7287,sticky-toffee-puddings,5,4
user_7287,296256,5,5
user_7287,296621,5,6
user_7287,80843,5,7
user_7287,268707,5,8
user_7287,300037,5,9
user_7287,241469,5,10
user_7288,205980,5,1
user_7288,295802,5,2
user_7288,300909,5,3
user_7288,sticky-toffee-puddings,5,4
user_7288,296256,5,5
user_7288,296621,5,6
user_7288,80843,5,7
user_7288,268707,5,8
user_7288,300037,5,9
user_7288,241469,5,10
user_7289,205980,5,1
user_7289,295802,5,2
user_7289,300909,5,3
user_7289,sticky-toffee-puddings,5,4
user_7289,296256,5,5
user_7289,296621,5,6
user_7289,80843,5,7
user_7289,268707,5,8
user_7289,300037,5,9
user_7289,241469,5,10
user_7290,205980,5,1
user_7290,295802,5,2
user_7290,300909,5,3
user_7290,sticky-toffee-puddings,5,4
user_7290,296256,5,5
user_7290,296621,5,6
user_7290,80843,5,7
user_7290,268707,5,8
user_7290,300037,5,9
user_7290,241469,5,10
user_7291,205980,5,1
user_7291,295802,5,2
user_7291,300909,5,3
user_7291,sticky-toffee-puddings,5,4
user_7291,296256,5,5
user_7291,296621,5,6
user_7291,80843,5,7
user_7291,268707,5,8
user_7291,300037,5,9
user_7291,241469,5,10
user_7292,205980,5,1
user_7292,295802,5,2
user_7292,300909,5,3
user_7292,sticky-toffee-puddings,5,4
user_7292,296256,5,5
user_7292,296621,5,6
user_7292,80843,5,7
user_7292,268707,5,8
user_7292,300037,5,9
user_7292,241469,5,10
user_7293,205980,5,1
user_7293,295802,5,2
user_7293,300909,5,3
user_7293,sticky-toffee-puddings,5,4
user_7293,296256,5,5
user_7293,296621,5,6
user_7293,80843,5,7
user_7293,268707,5,8
user_7293,300037,5,9
user_7293,241469,5,10
user_7294,205980,5,1
user_7294,295802,5,2
user_7294,300909,5,3
user_7294,sticky-toffee-puddings,5,4
user_7294,296256,5,5
user_7294,296621,5,6
user_7294,80843,5,7
user_7294,268707,5,8
user_7294,300037,5,9
user_7294,241469,5,10
user_7295,205980,5,1
user_7295,295802,5,2
user_7295,300909,5,3
user_7295,sticky-toffee-puddings,5,4
user_7295,296256,5,5
user_7295,296621,5,6
user_7295,80843,5,7
user_7295,268707,5,8
user_7295,300037,5,9
user_7295,241469,5,10
user_7296,205980,5,1
user_7296,295802,5,2
user_7296,300909,5,3
user_7296,sticky-toffee-puddings,5,4
user_7296,296256,5,5
user_7296,296621,5,6
user_7296,80843,5,7
user_7296,268707,5,8
user_7296,300037,5,9
user_7296,241469,5,10
user_7297,205980,5,1
user_7297,295802,5,2
user_7297,300909,5,3
user_7297,sticky-toffee-puddings,5,4
user_7297,296256,5,5
user_7297,296621,5,6
user_7297,80843,5,7
user_7297,268707,5,8
user_7297,300037,5,9
user_7297,241469,5,10
user_7298,205980,5,1
user_7298,295802,5,2
user_7298,300909,5,3
user_7298,sticky-toffee-puddings,5,4
user_7298,296256,5,5
user_7298,296621,5,6
user_7298,80843,5,7
user_7298,268707,5,8
user_7298,300037,5,9
user_7298,241469,5,10
user_7299,205980,5,1
user_7299,295802,5,2
user_7299,300909,5,3
user_7299,sticky-toffee-puddings,5,4
user_7299,296256,5,5
user_7299,296621,5,6
user_7299,80843,5,7
user_7299,268707,5,8
user_7299,300037,5,9
user_7299,241469,5,10
user_7300,205980,5,1
user_7300,295802,5,2
user_7300,300909,5,3
user_7300,sticky-toffee-puddings,5,4
user_7300,296256,5,5
user_7300,296621,5,6
user_7300,80843,5,7
user_7300,268707,5,8
user_7300,300037,5,9
user_7300,241469,5,10
user_7301,205980,5,1
user_7301,295802,5,2
user_7301,300909,5,3
user_7301,sticky-toffee-puddings,5,4
user_7301,296256,5,5
user_7301,296621,5,6
user_7301,80843,5,7
user_7301,268707,5,8
user_7301,300037,5,9
user_7301,241469,5,10
user_7302,205980,5,1
user_7302,295802,5,2
user_7302,300909,5,3
user_7302,sticky-toffee-puddings,5,4
user_7302,296256,5,5
user_7302,296621,5,6
user_7302,80843,5,7
user_7302,268707,5,8
user_7302,300037,5,9
user_7302,241469,5,10
user_7303,205980,5,1
user_7303,295802,5,2
user_7303,300909,5,3
user_7303,sticky-toffee-puddings,5,4
user_7303,296256,5,5
user_7303,296621,5,6
user_7303,80843,5,7
user_7303,268707,5,8
user_7303,300037,5,9
user_7303,241469,5,10
user_7304,205980,5,1
user_7304,295802,5,2
user_7304,300909,5,3
user_7304,sticky-toffee-puddings,5,4
user_7304,296256,5,5
user_7304,296621,5,6
user_7304,80843,5,7
user_7304,268707,5,8
user_7304,300037,5,9
user_7304,241469,5,10
user_7305,205980,5,1
user_7305,295802,5,2
user_7305,300909,5,3
user_7305,sticky-toffee-puddings,5,4
user_7305,296256,5,5
user_7305,296621,5,6
user_7305,80843,5,7
user_7305,268707,5,8
user_7305,300037,5,9
user_7305,241469,5,10
user_7306,205980,5,1
user_7306,295802,5,2
user_7306,300909,5,3
user_7306,sticky-toffee-puddings,5,4
user_7306,296256,5,5
user_7306,296621,5,6
user_7306,80843,5,7
user_7306,268707,5,8
user_7306,300037,5,9
user_7306,241469,5,10
user_7307,205980,5,1
user_7307,295802,5,2
user_7307,300909,5,3
user_7307,sticky-toffee-puddings,5,4
user_7307,296256,5,5
user_7307,296621,5,6
user_7307,80843,5,7
user_7307,268707,5,8
user_7307,300037,5,9
user_7307,241469,5,10
user_7308,205980,5,1
user_7308,295802,5,2
user_7308,300909,5,3
user_7308,sticky-toffee-puddings,5,4
user_7308,296256,5,5
user_7308,296621,5,6
user_7308,80843,5,7
user_7308,268707,5,8
user_7308,300037,5,9
user_7308,241469,5,10
user_7309,205980,5,1
user_7309,295802,5,2
user_7309,300909,5,3
user_7309,sticky-toffee-puddings,5,4
user_7309,296256,5,5
user_7309,296621,5,6
user_7309,80843,5,7
user_7309,268707,5,8
user_7309,300037,5,9
user_7309,241469,5,10
user_7310,205980,5,1
user_7310,295802,5,2
user_7310,300909,5,3
user_7310,sticky-toffee-puddings,5,4
user_7310,296256,5,5
user_7310,296621,5,6
user_7310,80843,5,7
user_7310,268707,5,8
user_7310,300037,5,9
user_7310,241469,5,10
user_7311,205980,5,1
user_7311,295802,5,2
user_7311,300909,5,3
user_7311,sticky-toffee-puddings,5,4
user_7311,296256,5,5
user_7311,296621,5,6
user_7311,80843,5,7
user_7311,268707,5,8
user_7311,300037,5,9
user_7311,241469,5,10
user_7312,205980,5,1
user_7312,295802,5,2
user_7312,300909,5,3
user_7312,sticky-toffee-puddings,5,4
user_7312,296256,5,5
user_7312,296621,5,6
user_7312,80843,5,7
user_7312,268707,5,8
user_7312,300037,5,9
user_7312,241469,5,10
user_7313,205980,5,1
user_7313,295802,5,2
user_7313,300909,5,3
user_7313,sticky-toffee-puddings,5,4
user_7313,296256,5,5
user_7313,296621,5,6
user_7313,80843,5,7
user_7313,268707,5,8
user_7313,300037,5,9
user_7313,241469,5,10
user_7314,205980,5,1
user_7314,295802,5,2
user_7314,300909,5,3
user_7314,sticky-toffee-puddings,5,4
user_7314,296256,5,5
user_7314,296621,5,6
user_7314,80843,5,7
user_7314,268707,5,8
user_7314,300037,5,9
user_7314,241469,5,10
user_7315,205980,5,1
user_7315,295802,5,2
user_7315,300909,5,3
user_7315,sticky-toffee-puddings,5,4
user_7315,296256,5,5
user_7315,296621,5,6
user_7315,80843,5,7
user_7315,268707,5,8
user_7315,300037,5,9
user_7315,241469,5,10
user_7316,205980,5,1
user_7316,295802,5,2
user_7316,300909,5,3
user_7316,sticky-toffee-puddings,5,4
user_7316,296256,5,5
user_7316,296621,5,6
user_7316,80843,5,7
user_7316,268707,5,8
user_7316,300037,5,9
user_7316,241469,5,10
user_7317,205980,5,1
user_7317,295802,5,2
user_7317,300909,5,3
user_7317,sticky-toffee-puddings,5,4
user_7317,296256,5,5
user_7317,296621,5,6
user_7317,80843,5,7
user_7317,268707,5,8
user_7317,300037,5,9
user_7317,241469,5,10
user_7318,205980,5,1
user_7318,295802,5,2
user_7318,300909,5,3
user_7318,sticky-toffee-puddings,5,4
user_7318,296256,5,5
user_7318,296621,5,6
user_7318,80843,5,7
user_7318,268707,5,8
user_7318,300037,5,9
user_7318,241469,5,10
user_7319,205980,5,1
user_7319,295802,5,2
user_7319,300909,5,3
user_7319,sticky-toffee-puddings,5,4
user_7319,296256,5,5
user_7319,296621,5,6
user_7319,80843,5,7
user_7319,268707,5,8
user_7319,300037,5,9
user_7319,241469,5,10
user_7320,205980,5,1
user_7320,295802,5,2
user_7320,300909,5,3
user_7320,sticky-toffee-puddings,5,4
user_7320,296256,5,5
user_7320,296621,5,6
user_7320,80843,5,7
user_7320,268707,5,8
user_7320,300037,5,9
user_7320,241469,5,10
user_7321,205980,5,1
user_7321,295802,5,2
user_7321,300909,5,3
user_7321,sticky-toffee-puddings,5,4
user_7321,296256,5,5
user_7321,296621,5,6
user_7321,80843,5,7
user_7321,268707,5,8
user_7321,300037,5,9
user_7321,241469,5,10
user_7322,205980,5,1
user_7322,295802,5,2
user_7322,300909,5,3
user_7322,sticky-toffee-puddings,5,4
user_7322,296256,5,5
user_7322,296621,5,6
user_7322,80843,5,7
user_7322,268707,5,8
user_7322,300037,5,9
user_7322,241469,5,10
user_7323,205980,5,1
user_7323,295802,5,2
user_7323,300909,5,3
user_7323,sticky-toffee-puddings,5,4
user_7323,296256,5,5
user_7323,296621,5,6
user_7323,80843,5,7
user_7323,268707,5,8
user_7323,300037,5,9
user_7323,241469,5,10
user_7324,205980,5,1
user_7324,295802,5,2
user_7324,300909,5,3
user_7324,sticky-toffee-puddings,5,4
user_7324,296256,5,5
user_7324,296621,5,6
user_7324,80843,5,7
user_7324,268707,5,8
user_7324,300037,5,9
user_7324,241469,5,10
user_7325,205980,5,1
user_7325,295802,5,2
user_7325,300909,5,3
user_7325,sticky-toffee-puddings,5,4
user_7325,296256,5,5
user_7325,296621,5,6
user_7325,80843,5,7
user_7325,268707,5,8
user_7325,300037,5,9
user_7325,241469,5,10
user_7326,205980,5,1
user_7326,295802,5,2
user_7326,300909,5,3
user_7326,sticky-toffee-puddings,5,4
user_7326,296256,5,5
user_7326,296621,5,6
user_7326,80843,5,7
user_7326,268707,5,8
user_7326,300037,5,9
user_7326,241469,5,10
user_7327,205980,5,1
user_7327,295802,5,2
user_7327,300909,5,3
user_7327,sticky-toffee-puddings,5,4
user_7327,296256,5,5
user_7327,296621,5,6
user_7327,80843,5,7
user_7327,268707,5,8
user_7327,300037,5,9
user_7327,241469,5,10
user_7328,205980,5,1
user_7328,295802,5,2
user_7328,300909,5,3
user_7328,sticky-toffee-puddings,5,4
user_7328,296256,5,5
user_7328,296621,5,6
user_7328,80843,5,7
user_7328,268707,5,8
user_7328,300037,5,9
user_7328,241469,5,10
user_7329,205980,5,1
user_7329,295802,5,2
user_7329,300909,5,3
user_7329,sticky-toffee-puddings,5,4
user_7329,296256,5,5
user_7329,296621,5,6
user_7329,80843,5,7
user_7329,268707,5,8
user_7329,300037,5,9
user_7329,241469,5,10
user_7330,205980,5,1
user_7330,295802,5,2
user_7330,300909,5,3
user_7330,sticky-toffee-puddings,5,4
user_7330,296256,5,5
user_7330,296621,5,6
user_7330,80843,5,7
user_7330,268707,5,8
user_7330,300037,5,9
user_7330,241469,5,10
user_7331,205980,5,1
user_7331,295802,5,2
user_7331,300909,5,3
user_7331,sticky-toffee-puddings,5,4
user_7331,296256,5,5
user_7331,296621,5,6
user_7331,80843,5,7
user_7331,268707,5,8
user_7331,300037,5,9
user_7331,241469,5,10
user_7332,205980,5,1
user_7332,295802,5,2
user_7332,300909,5,3
user_7332,sticky-toffee-puddings,5,4
user_7332,296256,5,5
user_7332,296621,5,6
user_7332,80843,5,7
user_7332,268707,5,8
user_7332,300037,5,9
user_7332,241469,5,10
user_7333,205980,5,1
user_7333,295802,5,2
user_7333,300909,5,3
user_7333,sticky-toffee-puddings,5,4
user_7333,296256,5,5
user_7333,296621,5,6
user_7333,80843,5,7
user_7333,268707,5,8
user_7333,300037,5,9
user_7333,241469,5,10
user_7334,205980,5,1
user_7334,295802,5,2
user_7334,300909,5,3
user_7334,sticky-toffee-puddings,5,4
user_7334,296256,5,5
user_7334,296621,5,6
user_7334,80843,5,7
user_7334,268707,5,8
user_7334,300037,5,9
user_7334,241469,5,10
user_7335,205980,5,1
user_7335,295802,5,2
user_7335,300909,5,3
user_7335,sticky-toffee-puddings,5,4
user_7335,296256,5,5
user_7335,296621,5,6
user_7335,80843,5,7
user_7335,268707,5,8
user_7335,300037,5,9
user_7335,241469,5,10
user_7336,205980,5,1
user_7336,295802,5,2
user_7336,300909,5,3
user_7336,sticky-toffee-puddings,5,4
user_7336,296256,5,5
user_7336,296621,5,6
user_7336,80843,5,7
user_7336,268707,5,8
user_7336,300037,5,9
user_7336,241469,5,10
user_7337,205980,5,1
user_7337,295802,5,2
user_7337,300909,5,3
user_7337,sticky-toffee-puddings,5,4
user_7337,296256,5,5
user_7337,296621,5,6
user_7337,80843,5,7
user_7337,268707,5,8
user_7337,300037,5,9
user_7337,241469,5,10
user_7338,205980,5,1
user_7338,295802,5,2
user_7338,300909,5,3
user_7338,sticky-toffee-puddings,5,4
user_7338,296256,5,5
user_7338,296621,5,6
user_7338,80843,5,7
user_7338,268707,5,8
user_7338,300037,5,9
user_7338,241469,5,10
user_7339,205980,5,1
user_7339,295802,5,2
user_7339,300909,5,3
user_7339,sticky-toffee-puddings,5,4
user_7339,296256,5,5
user_7339,296621,5,6
user_7339,80843,5,7
user_7339,268707,5,8
user_7339,300037,5,9
user_7339,241469,5,10
user_7340,205980,5,1
user_7340,295802,5,2
user_7340,300909,5,3
user_7340,sticky-toffee-puddings,5,4
user_7340,296256,5,5
user_7340,296621,5,6
user_7340,80843,5,7
user_7340,268707,5,8
user_7340,300037,5,9
user_7340,241469,5,10
user_7341,205980,5,1
user_7341,295802,5,2
user_7341,300909,5,3
user_7341,sticky-toffee-puddings,5,4
user_7341,296256,5,5
user_7341,296621,5,6
user_7341,80843,5,7
user_7341,268707,5,8
user_7341,300037,5,9
user_7341,241469,5,10
user_7342,205980,5,1
user_7342,295802,5,2
user_7342,300909,5,3
user_7342,sticky-toffee-puddings,5,4
user_7342,296256,5,5
user_7342,296621,5,6
user_7342,80843,5,7
user_7342,268707,5,8
user_7342,300037,5,9
user_7342,241469,5,10
user_7343,205980,5,1
user_7343,295802,5,2
user_7343,300909,5,3
user_7343,sticky-toffee-puddings,5,4
user_7343,296256,5,5
user_7343,296621,5,6
user_7343,80843,5,7
user_7343,268707,5,8
user_7343,300037,5,9
user_7343,241469,5,10
user_7344,205980,5,1
user_7344,295802,5,2
user_7344,300909,5,3
user_7344,sticky-toffee-puddings,5,4
user_7344,296256,5,5
user_7344,296621,5,6
user_7344,80843,5,7
user_7344,268707,5,8
user_7344,300037,5,9
user_7344,241469,5,10
user_7345,205980,5,1
user_7345,295802,5,2
user_7345,300909,5,3
user_7345,sticky-toffee-puddings,5,4
user_7345,296256,5,5
user_7345,296621,5,6
user_7345,80843,5,7
user_7345,268707,5,8
user_7345,300037,5,9
user_7345,241469,5,10
user_7346,205980,5,1
user_7346,295802,5,2
user_7346,300909,5,3
user_7346,sticky-toffee-puddings,5,4
user_7346,296256,5,5
user_7346,296621,5,6
user_7346,80843,5,7
