id,ingredient
courgette-corn-fritters-with-red-pepper-salsa,2 tbsp chopped flat-leaf parsley
courgette-corn-fritters-with-red-pepper-salsa,1 tbsp balsamic vinegar
courgette-corn-fritters-with-red-pepper-salsa,1 tbsp olive oil
courgette-feta-filo-tart,1 tbsp olive oil
courgette-feta-filo-tart,"200g courgettes (including some baby courgettes), thinly sliced"
courgette-feta-filo-tart,1 yellow pepper de-seeded and sliced
courgette-feta-filo-tart,Grated zest of 1 lemon
courgette-feta-filo-tart,"3 large eggs, beaten"
courgette-feta-filo-tart,100g mascarpone
courgette-feta-filo-tart,1 tsp Dijon mustard
courgette-feta-filo-tart,"150g feta, crumbled"
courgette-feta-filo-tart,4 sprigs thyme
courgette-feta-filo-tart,270g pack Jus-Rol filo pastry
courgette-feta-filo-tart,"25g butter, melted




"
courgette-flan,1 tbsp olive oil
courgette-flan,"50g butter, melted"
courgette-flan,"3 courgettes, sliced 1/2 cm thick"
courgette-flan,"1 bunch spring onions, sliced"
courgette-flan,"270g pack frozen filo pastry, thawed"
courgette-flan,"5 sun-dried tomatoes, drained"
courgette-flan,1 tbsp chopped thyme leaves
courgette-flan,"100g Lancashire cheese, crumbled"
courgette-flan,300ml single cream
courgette-flan,3 large free-range eggs
courgette-flan,25g pine nuts
courgette-fries,3 firm courgettes
courgette-fries,2 heaped tablespoons plain flour
courgette-fries,1 large egg
courgette-fries,50g panko breadcrumbs
courgette-fries,35g finely grated parmesan
courgette-fries,150g sour cream
courgette-fries,"1 tbsp 25g chives, finely chopped"
courgette-fries,"1 litre vegetable oil, to fry"
courgette-frittata,2 tbsp olive oil
courgette-frittata,"200g chestnut mushrooms, sliced"
courgette-frittata,"1 small onion, chopped"
courgette-frittata,"225g courgettes (including some baby courgettes), thinly sliced"
courgette-frittata,160g bag Fresh tastes Baby Spinach
courgette-frittata,8 large eggs
courgette-frittata,"25g Parmesan, grated, plus extra to serve"
courgette-frittata,"10 basil leaves, torn, plus extra to serve"
courgette-frittata,75g mozzarella
courgette-pepper-bianco-pizza,15g butter
courgette-pepper-bianco-pizza,15g flour
courgette-pepper-bianco-pizza,175ml milk
courgette-pepper-bianco-pizza,1/2 level tsp garlic powder
courgette-pepper-bianco-pizza,"50g Parmesan, grated"
courgette-pepper-bianco-pizza,290g pack Chosen by you great to bake Pizza Mix
courgette-pepper-bianco-pizza,"Flour, for dusting"
courgette-pepper-bianco-pizza,"Oil, for greasing"
courgette-pepper-bianco-pizza,"2 courgettes, sliced lengthways, 3mm thick"
courgette-pepper-bianco-pizza,"2 red peppers (or yellow peppers), de-seeded and cut into 6"
courgette-pepper-bianco-pizza,"100g Parmesan, shaved with a vegetable peeler"
courgette-pepper-bianco-pizza,"2 x 125g balls mozzarella, drained and torn"
courgette-pepper-bianco-pizza,"2 tbsp pine nuts, toasted"
courgette-pepper-bianco-pizza,"2 handfuls rocket, to serve"
courgette-pizza-bianco,290g pack Chosen by you Great To Bake Pizza Mix
courgette-pizza-bianco,2 courgettes
courgette-pizza-bianco,2tsp olive oil 
courgette-pizza-bianco,150g fresh peas
courgette-pizza-bianco,400g Greek yogurt
courgette-pizza-bianco,1tsp lemon zest
courgette-pizza-bianco,mint leaves
courgette-pizza-bianco,paprika
courgette-pizza-bianco,black pepper
courgette-salad,3 medium courgettes
courgette-salad,3tbsp rapeseed oil
courgette-salad,Juice and zest 1 small lemon
courgette-salad,"1 shallot, finely sliced into rounds"
courgette-salad,"1 medium red chilli, finely sliced"
courgette-salad,2tbsp roughly torn mint leaves 
courgette-salad,1tbsp capers
courgette-salad-with-feta-pine-nuts,3 tbsp olive oil
courgette-salad-with-feta-pine-nuts,1 tbsp lemon juice
courgette-salad-with-feta-pine-nuts,1 tsp honey
courgette-salad-with-feta-pine-nuts,1/2 tsp Dijon mustard
courgette-salad-with-feta-pine-nuts,2 level tbsp sultanas
courgette-salad-with-feta-pine-nuts,25g pine nuts
courgette-salad-with-feta-pine-nuts,3 courgettes
courgette-salad-with-feta-pine-nuts,"70g Feta cheese, crumbled"
courgette-salad-with-feta-pine-nuts,Good handful of rocket
courgetti-spaghetti,2 tbsp olive oil
courgetti-spaghetti,"1 red onion, finely chopped"
courgetti-spaghetti,"1 clove garlic, crushed"
courgetti-spaghetti,1/2-1 level tsp dried crushed chillies (optional)
courgetti-spaghetti,2 x 400g cans Smart Price Chopped Tomatoes
courgetti-spaghetti,1 tsp balsamic vinegar
courgetti-spaghetti,4 large courgettes
courgetti-spaghetti,40g grated Parmesan
courgetti-spaghetti,"Crusty bread, to serve"
cous-cous-kedgeree-summer-salad,4 eggs
cous-cous-kedgeree-summer-salad,525g Asda Spicy Vegetable Cous Cous
cous-cous-kedgeree-summer-salad,2 x 120g Fishmonger’s Selection Ready to Eat Kiln Roast Trout Flakes
cous-cous-kedgeree-summer-salad,"4 spring onions, trimmed and sliced"
cous-cous-kedgeree-summer-salad,180g bag baby spinach
cous-cous-kedgeree-summer-salad,Large handful fresh coriander leaves
cous-cous-kedgeree-summer-salad,4tbsp olive oil
cous-cous-kedgeree-summer-salad,2tbsp lemon juice
cous-cous-kedgeree-summer-salad,2tsp Asda Tikka Masala Curry Paste
cous-cous-with-roast-winter-vegetables,1 cooked beetroot
cous-cous-with-roast-winter-vegetables,"1 small parsnip, peeled"
cous-cous-with-roast-winter-vegetables,"1 small carrot, peeled"
cous-cous-with-roast-winter-vegetables,"1 small red onion, sliced"
cous-cous-with-roast-winter-vegetables,1 tbsp olive oil
cous-cous-with-roast-winter-vegetables,1 tsp dried mixed herbs
cous-cous-with-roast-winter-vegetables,50g cous cous
cous-cous-with-roast-winter-vegetables,"100ml vegetable stock, made with 1/4 stock cube"
cous-cous-with-roast-winter-vegetables,"1 apple, cored and chopped"
cous-cous-with-roast-winter-vegetables,1 tbsp chopped pistachios
cous-cous-with-roast-winter-vegetables,"Thyme sprigs, to garnish"
cous-cous-with-roast-winter-vegetables,"Crusty bread, to serve"
cous-cous-with-tuna-roasted-vegetables,"2 courgettes, sliced"
cous-cous-with-tuna-roasted-vegetables,"1 aubergine, cut into chunks"
cous-cous-with-tuna-roasted-vegetables,"1 red pepper, de-seeded and cut into chunks"
cous-cous-with-tuna-roasted-vegetables,"1 redonion, cut into 8 wedges"
cous-cous-with-tuna-roasted-vegetables,2 tbsp olive oil
cous-cous-with-tuna-roasted-vegetables,200g cous cous
cous-cous-with-tuna-roasted-vegetables,160g can tuna chunks in brine
cous-cous-with-tuna-roasted-vegetables,1 tbsp lemonjuice
cous-cous-with-tuna-roasted-vegetables,1 tbsp chopped parsley
couscous-and-halloumi-stuffed-pointed-peppers,100g Chosen by you Moroccan Style Giant Cous Cous 
couscous-and-halloumi-stuffed-pointed-peppers,2 Extra Special Sweet Pointed Peppers
couscous-and-halloumi-stuffed-pointed-peppers,"2 sticks celery, diced "
couscous-and-halloumi-stuffed-pointed-peppers," 8 plum tomatoes, halved "
couscous-and-halloumi-stuffed-pointed-peppers,2tbsp chopped basil 
couscous-and-halloumi-stuffed-pointed-peppers,Juice and zest  ½ lemon  
couscous-and-halloumi-stuffed-pointed-peppers,"75g Asda 40% Less Fat Halloumi, diced"
couscous-and-halloumi-stuffed-pointed-peppers,"80g pomegranate seeds, 1 lettuce (optional) and coriander, to serve"
couscous-sausage-salad,400g Asda Extra Special Aberdeen Angus Beef Sausages
couscous-sausage-salad,200g Asda Wholefoods Couscous
couscous-sausage-salad,"1 unwaxed lemon, juice and zest of"
couscous-sausage-salad,4 tbsp olive oil
couscous-sausage-salad,"4 tomatoes, roughly chopped"
couscous-sausage-salad,"4 spring onions, sliced"
couscous-sausage-salad,3 tbsp chopped parsley
couscous-sausage-salad,3 tbsp chopped mint leaves
cowboy-bean-potato-pie,400g pack Asda Ready Made Mashed Potato
cowboy-bean-potato-pie,"210g can Asda Great Stuff Mini Hot Dogs, drained"
cowboy-bean-potato-pie,410g carton Asda Reduced Sugar and Salt Baked Beans
cowboy-bean-potato-pie,4 medium free-range eggs
cowboy-bean-potato-pie,25g Asda Lighter Mature Cheese
cowboy-beans-with-cheesy-mash,2 tsp oil
cowboy-beans-with-cheesy-mash,"1 large red onion, sliced"
cowboy-beans-with-cheesy-mash,390g carton Chosen by you Chopped Tomatoes with Garlic
cowboy-beans-with-cheesy-mash,2 tbsp Chosen by you BBQ Ketchup
cowboy-beans-with-cheesy-mash,2 tsp Dijon mustard
cowboy-beans-with-cheesy-mash,"300g can haricot beans, drained and rinsed"
cowboy-beans-with-cheesy-mash,"400g can kidney beans, drained and rinsed"
cowboy-beans-with-cheesy-mash,"500g potatoes, peeled and cubed"
cowboy-beans-with-cheesy-mash,15g butter
cowboy-beans-with-cheesy-mash,"50g Asda 50% Less Fat Mature Cheese, grated"
crab-cakes,250g peeled potatoes
crab-cakes,1 tsp Dijon mustard
crab-cakes,"2 spring onions, trimmed and chopped"
crab-cakes,30g butter
crab-cakes,"250g white crab meat (fresh, canned or from frozen)"
crab-cakes,"1 tsp capers, drained and chopped"
crab-cakes,"2 tbsp parsley, chopped"
crab-cakes,"1/2 a lemon, zest and juice of"
crab-cakes,1 large egg
crab-cakes,100g Chosen by you Breadcrumbs
crab-cakes,Oil spray
crab-cakes,"Tartare sauce, to serve"
crab-cakes,"Salad, to serve"
crab-chilli-linguine,350g Cook Italian Linguine
crab-chilli-linguine,3 tbsp olive oil
crab-chilli-linguine,"1 red chilli, de-seeded and chopped"
crab-chilli-linguine,"1 clove garlic, finely chopped"
crab-chilli-linguine,140g pack Asda Frozen Dressed Orkney Crab
crab-chilli-linguine,"1/2 lemon, zest and juice of"
crab-chilli-linguine,1 tbsp chopped parsley
cranberry-and-clementine-cheesecake,150g gingernut biscuits
cranberry-and-clementine-cheesecake,50g butter
cranberry-and-clementine-cheesecake,400g fat free cottage cheese
cranberry-and-clementine-cheesecake,250g Quark or 3% Philadelphia low fat soft cheese
cranberry-and-clementine-cheesecake,2 eggs
cranberry-and-clementine-cheesecake,1/2tsp orange essence
cranberry-and-clementine-cheesecake,2tbsp sifted plain flour
cranberry-and-clementine-cheesecake,125g cranberries
cranberry-and-clementine-cheesecake,5tbsp caster sugar
cranberry-and-clementine-cheesecake,"1 orange, juice and finely grated rind, plus extra rind, to decorate (optional)"
cranberry-and-clementine-cheesecake,"3 clementines, unpeeled"
cranberry-cinnamon-orange-liqueur,2 x 200g jars Asda Cranberry Sauce
cranberry-cinnamon-orange-liqueur,200ml Extra Special Smooth Orange Juice
cranberry-cinnamon-orange-liqueur,1 cinnamon stick
cranberry-cinnamon-orange-liqueur,350ml Asda Vodka
cranberry-cookies,2 large eating apples
cranberry-cookies,100g Asda Wholegrain Scottish Porridge Oats
cranberry-cookies,50g dried cranberries
cranberry-florentines,75g unsalted butter
cranberry-florentines,75g caster sugar
cranberry-florentines,2 tbsp clear honey (or golden syrup)
cranberry-florentines,75g plain flour
cranberry-florentines,75g dried cranberries
cranberry-florentines,"50g glace cherries, quartered"
cranberry-florentines,50g mixed dried peel
cranberry-florentines,50g flaked almonds
cranberry-orange-cinnamon-liqueur,240g jar Extra Special Cranberry & Port Sauce
cranberry-orange-cinnamon-liqueur,200ml Extra Special freshly squeezed orange juice
cranberry-orange-cinnamon-liqueur,½ cinnamon stick
cranberry-orange-cinnamon-liqueur,½ tsp ground cinnamon
cranberry-orange-cinnamon-liqueur,¼ tsp mixed spice
cranberry-orange-cinnamon-liqueur,"200ml vodka
"
cranberry-sauce,500g fresh cranberries
cranberry-sauce,"1 orange, grated zest and juice of"
cranberry-sauce,"125g caster sugar
"
cream-soda,200g golden caster sugar
cream-soda,500ml water
cream-soda,vanilla pod
cream-soda,soda water
creamed-leeks,"2 leeks, trimmed and sliced"
creamed-leeks,2 tbsp Asda Crème Fraîche
creamed-mushrooms-on-brioche,50g butter
creamed-mushrooms-on-brioche,"3x 150g packs Asda Mixed Exotic mushrooms, halved"
creamed-mushrooms-on-brioche,"1 garlic clove, crushed"
creamed-mushrooms-on-brioche,2 tbsp fresh chopped tarragon
creamed-mushrooms-on-brioche,1 tsp soy sauce
creamed-mushrooms-on-brioche,100g crème fraîche
creamed-mushrooms-on-brioche,"4 thick slices Asda Brioche Loaf
"
creamy-chicken-pea-curry,"1 onion, chopped"
creamy-chicken-pea-curry,1 tsp oil
creamy-chicken-pea-curry,2 tbsp Asda Madras Curry Powder
creamy-chicken-pea-curry,2 x 392g cans Asda Chunky Chicken
creamy-chicken-pea-curry,550g can Asda Garden Peas
creamy-chicken-pea-curry,"25g flaked almonds, lightly toasted"
creamy-chicken-pea-curry,"Rice, to serve"
creamy-chicken-pea-curry,"Mango chutney, to serve"
creamy-chicken-pea-curry,"Poppadoms, to serve"
creamy-chicken-vegetable-curry,2 naan breads
creamy-chicken-vegetable-curry,2 tbsp sunflower oil
creamy-chicken-vegetable-curry,"1 onion, finely chopped"
creamy-chicken-vegetable-curry,2 level tbsp Asda Mild Curry Powder
creamy-chicken-vegetable-curry,2 x 400g cans Asda Chunky Chicken in Savoury White Sauce
creamy-chicken-vegetable-curry,"400g can Bonduelle Extra Small Baby Carrots, drained"
creamy-chicken-vegetable-curry,"2 x 400g cans Asda Butter Beans, drained"
creamy-fish-bake,400g new potatoes
creamy-fish-bake,"250g smoked cod fillet, skinned"
creamy-fish-bake,"250g cod fillet, skinned"
creamy-fish-bake,300ml semi-skimmed milk
creamy-fish-bake,160g pack baby spinach
creamy-fish-bake,325g frozen peas
creamy-fish-bake,"25g butter, plus extra for greasing"
creamy-fish-bake,25g flour
creamy-fish-bake,"75g extra-mature Cheddar, grated"
creamy-fish-bake,"4 sun-dried tomatoes, drained and chopped"
creamy-fish-bake,50g fresh breadcrumbs
creamy-fish-bake,25g sunflower seeds
creamy-herb-mushroom-toasts,20g butter
creamy-herb-mushroom-toasts,2tbsp olive oil
creamy-herb-mushroom-toasts,"1 shallot, finely chopped "
creamy-herb-mushroom-toasts,"1 clove garlic, crushed "
creamy-herb-mushroom-toasts,1tsp chopped parsley
creamy-herb-mushroom-toasts,½tsp thyme 
creamy-herb-mushroom-toasts,"Baker’s Selection Sourdough  Batard, cut into  8 x 1cm-thick slices"
creamy-herb-mushroom-toasts,150g Extra Special Baby Portobello Mushrooms 
creamy-herb-mushroom-toasts,20ml white wine 
creamy-herb-mushroom-toasts,2tbsp 50% less fat crème fraîche 
creamy-herb-mushroom-toasts,"Green salad, to serve "
creamy-lemon-flan,1 tbsp Asda Seedless Raspberry Jam
creamy-lemon-flan,"75g butter, plus extra for greasing"
creamy-lemon-flan,150g Asda Digestive Biscuits
creamy-lemon-flan,"379g can sweet condensed milk, chilled"
creamy-lemon-flan,"3 unwaxed lemons, grated zest of"
creamy-lemon-flan,150ml double cream
creamy-lemon-flan,100ml freshly squeezed lemon juice
creamy-parsnip-turkey-bacon-pasta,1 tbsp olive oil
creamy-parsnip-turkey-bacon-pasta,"2 shallots, peeled and finely chopped"
creamy-parsnip-turkey-bacon-pasta,"2 cloves garlic, crushed"
creamy-parsnip-turkey-bacon-pasta,300g tagliatelle
creamy-parsnip-turkey-bacon-pasta,"300g leftover roast parsnips, mashed"
creamy-parsnip-turkey-bacon-pasta,150ml chicken stock
creamy-parsnip-turkey-bacon-pasta,50ml single cream
creamy-parsnip-turkey-bacon-pasta,4 slices turkey bacon
creamy-parsnip-turkey-bacon-pasta,"50g mixed nuts, chopped"
creamy-parsnip-turkey-bacon-pasta,"50g Parmesan, grated"
creamy-parsnip-turkey-bacon-pasta,"Flat-leaf parsley, chopped, to serve"
creamy-prawn-cocktail,"2 iceberg lettuce, trimmed and shredded"
creamy-prawn-cocktail,125ml Asda Mayonnaise
creamy-prawn-cocktail,4 tbsp Asda Tomato Ketchup
creamy-prawn-cocktail,1 tbsp lemon juice
creamy-prawn-cocktail,1⁄2 tsp Tabasco
creamy-prawn-cocktail,1 tsp Asda Creamed Horseradish
creamy-prawn-cocktail,"2 x 240g packs Asda King Prawns, defrosted"
creamy-prawn-cocktail,"Paprika, to serve"
creamy-prawn-cocktail,"Lemon slices, to serve
"
creamy-quinoa-rice-pudding,"150g quinoa, rinsed"
creamy-quinoa-rice-pudding,800ml semi skimmed milk
creamy-quinoa-rice-pudding,400g can reduced-fat coconut milk
creamy-quinoa-rice-pudding,1⁄2tsp vanilla extract 
creamy-quinoa-rice-pudding,50g light brown sugar
creamy-quinoa-rice-pudding,15g butter 
creamy-quinoa-rice-pudding,100g blueberries
creamy-quinoa-rice-pudding,2tbsp chopped pistachios
creamy-tomato-baked-aubergine,"Rapeseed oil, for frying"
creamy-tomato-baked-aubergine,"1 large red onion, sliced"
creamy-tomato-baked-aubergine,3 sprigs fresh thyme
creamy-tomato-baked-aubergine,"2 large aubergines, thickly sliced"
creamy-tomato-baked-aubergine,"1 fat courgette, thickly sliced"
creamy-tomato-baked-aubergine,1 x 500g jar ASDA creamy tomato sauce
creamy-tomato-baked-aubergine,"125g cherry tomatoes, halved"
creamy-tomato-baked-aubergine,25g grated Parmesan or vegetarian hard cheese
creepy-graveyard-cake,"15g butter, softened"
creepy-graveyard-cake,300g caster sugar
creepy-graveyard-cake,4 large free-range eggs
creepy-graveyard-cake,300g self-raising flour
creepy-graveyard-cake,2 level tsp baking powder
creepy-graveyard-cake,4 tbsp milk
creepy-graveyard-cake,150g plain flour
creepy-graveyard-cake,15g cornflour
creepy-graveyard-cake,"15g cocoa powder, plus extra for dusting"
creepy-graveyard-cake,75g Asda Extra Special Plain Chocolate for Cooking
creepy-graveyard-cake,"300g icing sugar, plus extra for dusting"
creepy-graveyard-cake,Asda Chocolate Sprinkles
creepy-graveyard-cake,Asda White Piping icing
creepy-graveyard-cake,Ready-to-roll icing
creme-caramel,15g butter
creme-caramel,"175g caster sugar, plus 75g for the custard"
creme-caramel,600ml whole milk
creme-caramel,1/2 tsp pure vanilla extract
creme-caramel,"4 large eggs, plus 2 extra yolks"
creme-caramel,"Raspberries, to serve"
creme-caramel,"Blueberries, to serve
"
creole-style-rice-beans,2 tbsp sunflower oil
creole-style-rice-beans,"1 medium onion, chopped"
creole-style-rice-beans,"1 garlic clove, crushed"
creole-style-rice-beans,"2 sticks celery, diced"
creole-style-rice-beans,"1 red pepper, de-seeded and diced"
creole-style-rice-beans,"1 green pepper, de-seeded and diced"
creole-style-rice-beans,1 level tsp Asda Chilli Powder (mild or hot)
creole-style-rice-beans,275g brown long-grain rice
creole-style-rice-beans,1 level tsp dried thyme
creole-style-rice-beans,"75g creamed coconut, grated"
creole-style-rice-beans,227g can Asda Pineapple Chunks in Juice
creole-style-rice-beans,"400g can red kidney beans, drained and rinsed"
creole-style-rice-beans,"Dash of Tabasco, or to taste"
crepe-in-orange-liqueur,100g Asda Plain Flour
crepe-in-orange-liqueur,1 large free-range egg
crepe-in-orange-liqueur,250ml semi-skimmed milk
crepe-in-orange-liqueur,"15g unsalted butter, melted"
crepe-in-orange-liqueur,1-2 tsp sunflower oil
crepe-in-orange-liqueur,75g unsalted butter
crepe-in-orange-liqueur,2 tbsp caster sugar
crepe-in-orange-liqueur,2 tbsp orange juice
crepe-in-orange-liqueur,"1 orange, zest of"
crepe-in-orange-liqueur,5 tbsp Grand Marnier (or Cointreau)
crepe-in-orange-liqueur,25g Asda Ground Almonds
crepes-suzette,100g plain flour
crepes-suzette,"1 large egg, plus 1 extra yolk"
crepes-suzette,300ml semi-skimmed milk
crepes-suzette,"1 tbsp sunflower oil, plus 1 tsp to cook"
crepes-suzette,"25g unsalted butter, melted, plus 125g to finish"
crepes-suzette,"1 large orange, zest and juice of"
crepes-suzette,"50g caster sugar, plus 1 level tbsp to serve"
crepes-suzette,"4 tbsp cointreau, plus 2 tbsp to flambé (optional)"
crisp-topped-parsnip-and-apple-soup,20g butter
crisp-topped-parsnip-and-apple-soup,"1 onion, chopped "
crisp-topped-parsnip-and-apple-soup,"8 parsnips, peeled (keep the peelings) "
crisp-topped-parsnip-and-apple-soup,"1 Bramley apple, peeled (keep the peelings), cored  and chopped "
crisp-topped-parsnip-and-apple-soup,"1 potato, peeled  and chopped "
crisp-topped-parsnip-and-apple-soup," 2 celery sticks, chopped "
crisp-topped-parsnip-and-apple-soup,600ml vegetable stock 
crisp-topped-parsnip-and-apple-soup,1tbsp olive oil
crisp-topped-parsnip-and-apple-soup,2tbsp 50% less fat crème fraîche 
crisp-topped-parsnip-and-apple-soup,Juice ½ lemon
crispy-cauliflower-parmesan-snack-bites,"1 small cauliflower, cut into florets and sliced"
crispy-cauliflower-parmesan-snack-bites,2 sprigs of rosemary
crispy-cauliflower-parmesan-snack-bites,1/4tsp English mustard powder
crispy-cauliflower-parmesan-snack-bites,1 clove garlic
crispy-cauliflower-parmesan-snack-bites,2tbsp olive oil
crispy-cauliflower-parmesan-snack-bites,"30g Parmesan, grated (or use mature Cheddar for a vegetarian version)"
crispy-chinese-style-spring-greens-with-spare-ribs,850g pack Asda Pork Spare Ribs
crispy-chinese-style-spring-greens-with-spare-ribs,2 tbsp Asda Sweet Chilli Sauce
crispy-chinese-style-spring-greens-with-spare-ribs,2 tbsp clear honey
crispy-chinese-style-spring-greens-with-spare-ribs,2 tbsp cider vinegar
crispy-chinese-style-spring-greens-with-spare-ribs,2 tbsp soy sauce
crispy-chinese-style-spring-greens-with-spare-ribs,2 tbsp tomato ketchup
crispy-chinese-style-spring-greens-with-spare-ribs,"2 tbsp sunflower oil, plus extra for deep frying"
crispy-chinese-style-spring-greens-with-spare-ribs,250g spring green leaves
crispy-chinese-style-spring-greens-with-spare-ribs,Pinch Schwartz Perfect Shake 5 Spice Powder
crispy-chinese-style-spring-greens-with-spare-ribs,1 level tsp soft brown sugar
crispy-courgette-sticks,1 egg
crispy-courgette-sticks,2tbsp milk
crispy-courgette-sticks,250g polenta
crispy-courgette-sticks,100g plain flour 
crispy-courgette-sticks,"450g courgettes, trimmed and  cut into sticks lengthwise"
crispy-lobster-cocktail,"17g Extra Special Shallots, finely sliced"
crispy-lobster-cocktail,"13g gherkin, finely chopped"
crispy-lobster-cocktail,"1 tbsp parsley, finely chopped"
crispy-lobster-cocktail,"1 tbsp chives, finely chopped"
crispy-lobster-cocktail,"1 tsp tarragon, finely chopped"
crispy-lobster-cocktail,Splash of vodka
crispy-lobster-cocktail,195g Extra Special Spicy Marie Rose sauce with Brandy
crispy-lobster-cocktail,100g Chosen by you Prawn Crackers
crispy-lobster-cocktail,150g breadcrumbs
crispy-lobster-cocktail,½ tsp paprika
crispy-lobster-cocktail,250g seasoned plain flour
crispy-lobster-cocktail,"4 eggs, lightly beaten"
crispy-lobster-cocktail,Extra Special Lobster Tails (one per portion)
crispy-lobster-cocktail,"Little Gem leaves, to serve"
crispy-lobster-cocktail,"Cherry tomatoes, to serve"
crispy-lobster-cocktail,"Cress, to serve"
crispy-lobster-cocktail,"Lemon wedges, to serve"
crispy-pork-belly,700g Asda Butcher's Selection Pork Belly Joint
crispy-pork-belly,150ml pineapple juice
crispy-pork-belly,1 level tbsp brown sugar
crispy-pork-belly,1 tbsp cider vinegar
crispy-pork-belly,1 tsp dried thyme
crispy-pork-belly,1 tsp rapeseed oil
crispy-roast-potatoes,1.3kg Asda Extra Special Rudolph Potatoes (or King Edward or Maris Piper Potatoes)
crispy-roast-potatoes,5 tbsp goose fat
crispy-sausage-rigatoni,454g Asda Extra Special Cumberland Sausages
crispy-sausage-rigatoni,300g rigatoni pasta
crispy-sausage-rigatoni,"1 red onion, chopped"
crispy-sausage-rigatoni,1 tbsp sunflower oil
crispy-sausage-rigatoni,400g can chopped tomatoes
crispy-sausage-rigatoni,4 tbsp tomato ketchup
crispy-sausage-rigatoni,3 tbsp brown sauce
crispy-sausage-rigatoni,1 tbsp Worcestershire sauce
crispy-sausage-rigatoni,1 level tsp Dijon mustard
crispy-sausage-rigatoni,2 x 300g cans cannellini beans
crispy-sausage-rigatoni,160g baby spinach leaves
crispy-sausage-rigatoni,25g pack Asda Cheese and Onion Crisps (or Bacon Crisps)
crispy-sausage-rigatoni,"25g fresh breadcrumbs. Crusty bread, to serve"
crispy-sesame-pork,2 tbsp Amoy Reduced Salt Soy Sauce
crispy-sesame-pork,1 tbsp clear honey
crispy-sesame-pork,450g pack Butcher’s Selection Pork Sizzle Steaks
crispy-sesame-pork,3 tbsp sunflower oil
crispy-sesame-pork,2 tbsp sesame seeds
crispy-sesame-pork,"2.5cm piece fresh ginger, peeled and grated"
crispy-sesame-pork,"2 heads pak choi, sliced lengthways"
crispy-sesame-pork,"130g pack baby corn, halved lengthways if thick"
crispy-sesame-pork,"2 red peppers, de-seeded and sliced"
crispy-sesame-pork,"Rice, to serve"
crispy-sweet-potato-and-pea-risotto,2tsp rapeseed oil 
crispy-sweet-potato-and-pea-risotto,100g frozen Scratch Cook Diced Onions 
crispy-sweet-potato-and-pea-risotto,1tbsp frozen Scratch Cook Chopped Garlic 
crispy-sweet-potato-and-pea-risotto,400g frozen Scratch Cook Sweet Potato Chunks 
crispy-sweet-potato-and-pea-risotto,"1 reduced-salt vegetable stock cube, dissolved in 225ml boiling water "
crispy-sweet-potato-and-pea-risotto,2tbsp frozen Scratch Cook Italian Herb Mix 
crispy-sweet-potato-and-pea-risotto,2 x 200g Asda Steam Bags Long Grain Rice
crispy-sweet-potato-and-pea-risotto,75ml Asda 50% Less Fat Crème Fraîche 
crispy-sweet-potato-and-pea-risotto,100g Frozen  for Freshness Garden Peas 
crispy-sweet-potato-and-pea-risotto,"30g Asda Grana Padano wedge, finely grated"
crispy-sweet-potato-and-pea-risotto,30g Asda Plain Breadcrumbs  
crispy-sweet-potato-and-pea-risotto,"120g Asda Watercress, Spinach & Rocket Salad, washed "
crispy-sweet-potato-and-pea-risotto,1tbsp Asda Light Vinaigrette Dressing
crispy-topped-fish-creole,500g Asda frozen White Fish Fillets 
crispy-topped-fish-creole,"1 orange pepper, deseeded and cut into 1cm pieces"
crispy-topped-fish-creole,1tbsp vegetable oil
crispy-topped-fish-creole,400g can Asda Chopped Tomatoes with Chilli & Peppers
crispy-topped-fish-creole,"300g can Asda Cannellini Beans  in Water, drained"
crispy-topped-fish-creole,"1 Smart Price Wheat Bisk, crumbled"
crispy-topped-fish-creole,40g wholemeal breadcrumbs
crispy-topped-fish-creole,"40g Asda 30%  Less Fat Mature Cheddar, grated"
crispy-topped-fish-creole,350g frozen spinach
crispy-topped-fish-creole,350g frozen peas
croissant-with-scrambled-eggs,350g pack Jus-Roll Bake-It-Fresh Croissants
croissant-with-scrambled-eggs,4tbsp semi-skimmed milk
croissant-with-scrambled-eggs,2 medium eggs
croissant-with-scrambled-eggs,1tsp unsalted butter
croissant-with-scrambled-eggs,2 slices ham
croissant-with-scrambled-eggs,"A few chives, snipped"
crostini,1 Asda Bake at Home baguette
crostini,"Olive oil, for drizzling"
crumpet-pizza,2 crumpets
crumpet-pizza,1 tbsp ketchup
crumpet-pizza,Slice of cooked ham
crumpet-pizza,1 tbsp canned sweetcorn
crumpet-pizza,25g grated mozzarella
crumpet-pizza,"Red pepper, diced"
crumpet-pizza,"Cherry tomatoes, to serve"
crumpet-pizza,"Lettuce, to serve
"
crunchy-cheese-bites,200g plain flour
crunchy-cheese-bites,1/4 level tsp dry mustard powder
crunchy-cheese-bites,1/4 level tsp cayenne pepper
crunchy-cheese-bites,"150g butter, cut into pieces"
crunchy-cheese-bites,"75g extra mature Cheddar cheese, grated"
crunchy-cheese-bites,"25g Parmesan, grated"
crunchy-cheese-bites,"1 medium egg, separated"
crunchy-cheese-bites,"Poppy and sesame seeds
"
crunchy-cornflake-chicken-recipe,1kg pack Butcher’s Selection Chicken Breast Fillets 
crunchy-cornflake-chicken-recipe,2tbsp cornflour 
crunchy-cornflake-chicken-recipe,"1 large egg, beaten "
crunchy-cornflake-chicken-recipe,"200g cornflakes, crushed to crumbs"
